Index,GPS time,X,Y,Z,VX
5653,2147:194631.600,-3960223.678,3349448.759,3699566.287,
5654,2147:194631.800,-3960223.671,3349448.755,3699566.282,
5655,2147:194632.000,-3960223.660,3349448.761,3699566.261,
5656,2147:194632.200,-3960223.654,3349448.763,3699566.247,
5657,2147:194632.400,-3960223.627,3349448.775,3699566.232,
5658,2147:194632.600,-3960223.618,3349448.773,3699566.219,
5659,2147:194632.800,-3960223.612,3349448.771,3699566.212,
5660,2147:194633.000,-3960223.604,3349448.782,3699566.184,
5661,2147:194633.200,-3960223.596,3349448.787,3699566.165,
5662,2147:194633.400,-3960223.591,3349448.795,3699566.155,
5663,2147:194633.600,-3960223.588,3349448.799,3699566.146,
5664,2147:194633.800,-3960223.581,3349448.799,3699566.138,
5665,2147:194634.000,-3960223.561,3349448.805,3699566.106,
5666,2147:194634.200,-3960223.548,3349448.813,3699566.081,
5667,2147:194634.400,-3960223.533,3349448.815,3699566.062,
5668,2147:194634.600,-3960223.525,3349448.818,3699566.051,
5669,2147:194634.800,-3960223.518,3349448.822,3699566.044,
5670,2147:194635.000,-3960223.487,3349448.825,3699566.010,
5671,2147:194635.200,-3960223.468,3349448.830,3699565.987,
5672,2147:194635.400,-3960223.450,3349448.831,3699565.972,
5673,2147:194635.600,-3960223.439,3349448.834,3699565.959,
5674,2147:194635.800,-3960223.423,3349448.835,3699565.949,
5675,2147:194636.000,-3960223.400,3349448.841,3699565.926,
5676,2147:194636.200,-3960223.379,3349448.845,3699565.903,
5677,2147:194636.400,-3960223.366,3349448.849,3699565.891,
5678,2147:194636.600,-3960223.354,3349448.851,3699565.882,
5679,2147:194636.800,-3960223.344,3349448.853,3699565.874,
5680,2147:194637.000,-3960223.325,3349448.865,3699565.849,
5681,2147:194637.200,-3960223.311,3349448.873,3699565.831,
5682,2147:194637.400,-3960223.300,3349448.880,3699565.819,
5683,2147:194637.600,-3960223.287,3349448.883,3699565.809,
5684,2147:194637.800,-3960223.285,3349448.888,3699565.804,
5685,2147:194638.000,-3960223.267,3349448.892,3699565.779,
5686,2147:194638.200,-3960223.260,3349448.901,3699565.771,
5687,2147:194638.400,-3960223.249,3349448.903,3699565.757,
5688,2147:194638.600,-3960223.238,3349448.906,3699565.748,
5689,2147:194638.800,-3960223.226,3349448.906,3699565.738,
5690,2147:194639.000,-3960223.196,3349448.906,3699565.707,
5691,2147:194639.200,-3960223.180,3349448.907,3699565.690,
5692,2147:194639.400,-3960223.168,3349448.910,3699565.679,
5693,2147:194639.600,-3960223.157,3349448.910,3699565.669,
5694,2147:194639.800,-3960223.151,3349448.911,3699565.665,
5695,2147:194640.000,-3960223.134,3349448.915,3699565.642,
5696,2147:194640.200,-3960223.122,3349448.922,3699565.626,
5697,2147:194640.400,-3960223.116,3349448.925,3699565.620,
5698,2147:194640.600,-3960223.108,3349448.924,3699565.613,
5699,2147:194640.800,-3960223.108,3349448.930,3699565.610,
5700,2147:194641.000,-3960223.087,3349448.931,3699565.586,
5701,2147:194641.200,-3960223.072,3349448.933,3699565.568,
5702,2147:194641.400,-3960223.064,3349448.935,3699565.560,
5703,2147:194641.600,-3960223.058,3349448.936,3699565.551,
5704,2147:194641.800,-3960223.050,3349448.937,3699565.544,
5705,2147:194642.000,-3960223.018,3349448.936,3699565.505,
5706,2147:194642.200,-3960222.993,3349448.932,3699565.476,
5707,2147:194642.400,-3960222.976,3349448.932,3699565.456,
5708,2147:194642.600,-3960222.965,3349448.932,3699565.442,
5709,2147:194642.800,-3960222.956,3349448.933,3699565.432,
5710,2147:194643.000,-3960222.929,3349448.930,3699565.401,
5711,2147:194643.200,-3960222.907,3349448.932,3699565.379,
5712,2147:194643.400,-3960222.893,3349448.932,3699565.364,
5713,2147:194643.600,-3960222.882,3349448.936,3699565.353,
5714,2147:194643.800,-3960222.873,3349448.935,3699565.344,
5715,2147:194644.000,-3960222.864,3349448.948,3699565.327,
5716,2147:194644.200,-3960222.853,3349448.957,3699565.316,
5717,2147:194644.400,-3960222.842,3349448.960,3699565.306,
5718,2147:194644.600,-3960222.836,3349448.966,3699565.304,
5719,2147:194644.800,-3960222.828,3349448.965,3699565.295,
5720,2147:194645.000,-3960222.824,3349448.977,3699565.290,
5721,2147:194645.200,-3960222.823,3349448.987,3699565.287,
5722,2147:194645.400,-3960222.819,3349448.992,3699565.285,
5723,2147:194645.600,-3960222.816,3349448.996,3699565.285,
5724,2147:194645.800,-3960222.811,3349448.998,3699565.280,
5725,2147:194646.000,-3960222.809,3349449.009,3699565.271,
5726,2147:194646.200,-3960222.805,3349449.019,3699565.264,
5727,2147:194646.400,-3960222.803,3349449.023,3699565.261,
5728,2147:194646.600,-3960222.800,3349449.025,3699565.258,
5729,2147:194646.800,-3960222.799,3349449.028,3699565.258,
5730,2147:194647.000,-3960222.796,3349449.028,3699565.256,
5731,2147:194647.200,-3960222.778,3349449.026,3699565.227,
5732,2147:194647.400,-3960222.764,3349449.023,3699565.207,
5733,2147:194647.600,-3960222.759,3349449.021,3699565.196,
5734,2147:194647.800,-3960222.753,3349449.022,3699565.189,
5735,2147:194648.000,-3960222.738,3349449.028,3699565.186,
5736,2147:194648.200,-3960222.697,3349449.042,3699565.174,
5737,2147:194648.400,-3960222.652,3349449.065,3699565.171,
5738,2147:194648.600,-3960222.594,3349449.096,3699565.188,
5739,2147:194648.800,-3960222.528,3349449.134,3699565.204,
5740,2147:194649.000,-3960222.445,3349449.182,3699565.246,
5741,2147:194649.200,-3960222.359,3349449.237,3699565.271,
5742,2147:194649.400,-3960222.256,3349449.307,3699565.330,
5743,2147:194649.600,-3960222.139,3349449.377,3699565.386,
5744,2147:194649.800,-3960222.002,3349449.471,3699565.459,
5745,2147:194650.000,-3960221.856,3349449.573,3699565.535,
5746,2147:194650.200,-3960221.699,3349449.671,3699565.615,
5747,2147:194650.400,-3960221.518,3349449.795,3699565.707,
5748,2147:194650.600,-3960221.302,3349449.953,3699565.815,
5749,2147:194650.800,-3960221.041,3349450.128,3699565.934,
5750,2147:194651.000,-3960220.717,3349450.338,3699566.071,
5751,2147:194651.200,-3960220.355,3349450.570,3699566.220,
5752,2147:194651.400,-3960219.977,3349450.832,3699566.395,
5753,2147:194651.600,-3960219.560,3349451.109,3699566.578,
5754,2147:194651.800,-3960219.112,3349451.397,3699566.793,
5755,2147:194652.000,-3960218.620,3349451.725,3699567.006,
5756,2147:194652.200,-3960218.094,3349452.091,3699567.239,
5757,2147:194652.400,-3960217.529,3349452.479,3699567.506,
5758,2147:194652.600,-3960216.928,3349452.893,3699567.794,
5759,2147:194652.800,-3960216.297,3349453.325,3699568.081,
5760,2147:194653.000,-3960215.629,3349453.776,3699568.389,
5761,2147:194653.200,-3960214.929,3349454.247,3699568.719,
5762,2147:194653.400,-3960214.196,3349454.747,3699569.054,
5763,2147:194653.600,-3960213.433,3349455.275,3699569.401,
5764,2147:194653.800,-3960212.644,3349455.805,3699569.770,
5765,2147:194654.000,-3960211.822,3349456.359,3699570.135,
5766,2147:194654.200,-3960210.995,3349456.917,3699570.512,
5767,2147:194654.400,-3960210.156,3349457.505,3699570.907,
5768,2147:194654.600,-3960209.277,3349458.108,3699571.322,
5769,2147:194654.800,-3960208.361,3349458.720,3699571.749,
5770,2147:194655.000,-3960207.433,3349459.365,3699572.203,
5771,2147:194655.200,-3960206.486,3349460.036,3699572.661,
5772,2147:194655.400,-3960205.527,3349460.714,3699573.134,
5773,2147:194655.600,-3960204.541,3349461.399,3699573.612,
5774,2147:194655.800,-3960203.546,3349462.118,3699574.100,
5775,2147:194656.000,-3960202.511,3349462.850,3699574.612,
5776,2147:194656.200,-3960201.471,3349463.593,3699575.130,
5777,2147:194656.400,-3960200.406,3349464.354,3699575.667,
5778,2147:194656.600,-3960199.287,3349465.121,3699576.199,
5779,2147:194656.800,-3960198.167,3349465.898,3699576.767,
5780,2147:194657.000,-3960197.016,3349466.687,3699577.325,
5781,2147:194657.200,-3960195.844,3349467.491,3699577.888,
5782,2147:194657.400,-3960194.655,3349468.322,3699578.474,
5783,2147:194657.600,-3960193.428,3349469.165,3699579.061,
5784,2147:194657.800,-3960192.163,3349470.020,3699579.661,
5785,2147:194658.000,-3960190.897,3349470.893,3699580.265,
5786,2147:194658.200,-3960189.608,3349471.765,3699580.876,
5787,2147:194658.400,-3960188.280,3349472.682,3699581.503,
5788,2147:194658.600,-3960186.974,3349473.602,3699582.170,
5789,2147:194658.800,-3960185.611,3349474.542,3699582.822,
5790,2147:194659.000,-3960184.246,3349475.517,3699583.493,
5791,2147:194659.200,-3960182.848,3349476.485,3699584.155,
5792,2147:194659.400,-3960181.431,3349477.459,3699584.821,
5793,2147:194659.600,-3960180.005,3349478.441,3699585.489,
5794,2147:194659.800,-3960178.569,3349479.432,3699586.155,
5795,2147:194660.000,-3960177.099,3349480.437,3699586.818,
5796,2147:194660.200,-3960175.610,3349481.462,3699587.492,
5797,2147:194660.400,-3960174.097,3349482.473,3699588.171,
5798,2147:194660.600,-3960172.575,3349483.485,3699588.861,
5799,2147:194660.800,-3960171.040,3349484.503,3699589.557,
5800,2147:194661.000,-3960169.488,3349485.528,3699590.269,
5801,2147:194661.200,-3960167.918,3349486.554,3699590.989,
5802,2147:194661.400,-3960166.373,3349487.565,3699591.687,
5803,2147:194661.600,-3960164.814,3349488.580,3699592.400,
5804,2147:194661.800,-3960163.258,3349489.604,3699593.122,
5805,2147:194662.000,-3960161.724,3349490.609,3699593.836,
5806,2147:194662.200,-3960160.205,3349491.599,3699594.540,
5807,2147:194662.400,-3960158.689,3349492.600,3699595.264,
5808,2147:194662.600,-3960157.186,3349493.595,3699595.981,
5809,2147:194662.800,-3960155.699,3349494.569,3699596.701,
5810,2147:194663.000,-3960154.201,3349495.559,3699597.426,
5811,2147:194663.200,-3960152.704,3349496.547,3699598.133,
5812,2147:194663.400,-3960151.222,3349497.524,3699598.868,
5813,2147:194663.600,-3960149.722,3349498.516,3699599.588,
5814,2147:194663.800,-3960148.227,3349499.513,3699600.298,
5815,2147:194664.000,-3960146.718,3349500.519,3699601.001,
5816,2147:194664.200,-3960145.214,3349501.511,3699601.701,
5817,2147:194664.400,-3960143.719,3349502.498,3699602.406,
5818,2147:194664.600,-3960142.233,3349503.483,3699603.101,
5819,2147:194664.800,-3960140.745,3349504.462,3699603.813,
5820,2147:194665.000,-3960139.274,3349505.441,3699604.519,
5821,2147:194665.200,-3960137.804,3349506.409,3699605.206,
5822,2147:194665.400,-3960136.339,3349507.366,3699605.915,
5823,2147:194665.600,-3960134.882,3349508.330,3699606.611,
5824,2147:194665.800,-3960133.432,3349509.291,3699607.304,
5825,2147:194666.000,-3960131.960,3349510.251,3699607.983,
5826,2147:194666.200,-3960130.502,3349511.212,3699608.673,
5827,2147:194666.400,-3960129.061,3349512.157,3699609.383,
5828,2147:194666.600,-3960127.611,3349513.114,3699610.084,
5829,2147:194666.800,-3960126.164,3349514.086,3699610.807,
5830,2147:194667.000,-3960124.720,3349515.040,3699611.532,
5831,2147:194667.200,-3960123.249,3349516.014,3699612.247,
5832,2147:194667.400,-3960121.811,3349516.950,3699612.980,
5833,2147:194667.600,-3960120.357,3349517.908,3699613.686,
5834,2147:194667.800,-3960118.913,3349518.775,3699614.449,
5835,2147:194668.000,-3960117.474,3349519.760,3699615.090,
5836,2147:194668.200,-3960116.023,3349520.717,3699615.743,
5837,2147:194668.400,-3960114.590,3349521.650,3699616.403,
5838,2147:194668.600,-3960113.158,3349522.569,3699617.089,
5839,2147:194668.800,-3960111.729,3349523.496,3699617.769,
5840,2147:194669.000,-3960110.293,3349524.428,3699618.441,
5841,2147:194669.200,-3960108.896,3349525.343,3699619.138,
5842,2147:194669.400,-3960107.481,3349526.259,3699619.819,
5843,2147:194669.600,-3960106.079,3349527.176,3699620.504,
5844,2147:194669.800,-3960104.678,3349528.107,3699621.176,
5845,2147:194670.000,-3960103.284,3349529.037,3699621.817,
5846,2147:194670.200,-3960101.906,3349529.943,3699622.490,
5847,2147:194670.400,-3960100.535,3349530.839,3699623.147,
5848,2147:194670.600,-3960099.175,3349531.812,3699623.771,
5849,2147:194670.800,-3960094.880,3349555.221,3699641.277,
5850,2147:194671.000,-3960094.599,3349536.312,3699625.406,
5851,2147:194671.200,-3960090.786,3349543.180,3699612.141,
5852,2147:194671.400,-3960089.211,3349543.607,3699612.641,
5853,2147:194671.600,-3960086.530,3349548.494,3699605.753,
5854,2147:194671.800,-3960084.649,3349550.490,3699604.159,
5855,2147:194672.000,-3960083.023,3349551.720,3699604.180,
5856,2147:194672.200,-3960081.500,3349552.449,3699604.910,
5857,2147:194672.400,-3960080.005,3349553.608,3699605.297,
5858,2147:194672.600,-3960078.406,3349554.785,3699605.364,
5859,2147:194672.800,-3960076.749,3349555.969,3699605.419,
5860,2147:194673.000,-3960075.126,3349556.973,3699606.053,
5861,2147:194673.200,-3960073.569,3349558.187,3699606.514,
5862,2147:194673.400,-3960071.994,3349559.493,3699606.913,
5863,2147:194673.600,-3960070.487,3349560.399,3699607.961,
5864,2147:194673.800,-3960068.945,3349561.415,3699608.815,
5865,2147:194674.000,-3960067.377,3349562.430,3699609.499,
5866,2147:194674.200,-3960065.787,3349563.340,3699610.407,
5867,2147:194674.400,-3960064.275,3349564.383,3699611.377,
5868,2147:194674.600,-3960062.702,3349565.456,3699612.367,
5869,2147:194674.800,-3960061.101,3349566.607,3699613.082,
5870,2147:194675.000,-3960059.543,3349567.633,3699614.152,
5871,2147:194675.200,-3960057.968,3349568.718,3699614.988,
5872,2147:194675.400,-3960056.438,3349569.913,3699615.730,
5873,2147:194675.600,-3960054.902,3349571.109,3699616.471,
5874,2147:194675.800,-3960053.394,3349572.204,3699617.336,
5875,2147:194676.000,-3960051.834,3349573.382,3699618.046,
5876,2147:194676.200,-3960050.240,3349574.505,3699618.772,
5877,2147:194676.400,-3960048.678,3349575.620,3699619.590,
5878,2147:194676.600,-3960047.126,3349576.763,3699620.467,
5879,2147:194676.800,-3960045.555,3349577.919,3699621.317,
5880,2147:194677.000,-3960043.980,3349579.129,3699622.171,
5881,2147:194677.200,-3960042.359,3349580.369,3699622.996,
5882,2147:194677.400,-3960040.745,3349581.557,3699623.905,
5883,2147:194677.600,-3960039.091,3349582.726,3699624.832,
5884,2147:194677.800,-3960037.439,3349583.991,3699625.713,
5885,2147:194678.000,-3960035.766,3349585.099,3699626.773,
5886,2147:194678.200,-3960034.034,3349586.138,3699627.926,
5887,2147:194678.400,-3960032.321,3349587.481,3699628.798,
5888,2147:194678.600,-3960030.585,3349588.648,3699629.825,
5889,2147:194678.800,-3960028.840,3349589.886,3699630.750,
5890,2147:194679.000,-3960027.123,3349591.118,3699631.765,
5891,2147:194679.200,-3960026.048,3349588.112,3699641.257,
5892,2147:194679.400,-3960023.365,3349578.378,3699655.124,
5893,2147:194679.600,-3960024.001,3349586.638,3699655.848,
5894,2147:194679.800,-3960020.782,3349584.782,3699663.540,
5895,2147:194680.000,-3960017.678,3349582.484,3699661.789,
5896,2147:194680.200,-3960016.223,3349586.393,3699663.194,
5897,2147:194680.400,-3960014.970,3349588.294,3699663.827,
5898,2147:194680.600,-3960012.966,3349588.797,3699664.713,
5899,2147:194680.800,-3960011.120,3349589.861,3699665.691,
5900,2147:194681.000,-3960009.235,3349590.735,3699666.925,
5901,2147:194681.200,-3960007.468,3349591.526,3699668.137,
5902,2147:194681.400,-3960005.701,3349592.628,3699669.086,
5903,2147:194681.600,-3960003.908,3349593.740,3699669.996,
5904,2147:194681.800,-3960002.060,3349594.923,3699670.812,
5905,2147:194682.000,-3959999.984,3349595.652,3699671.311,
5906,2147:194682.200,-3959998.089,3349596.633,3699672.112,
5907,2147:194682.400,-3959996.177,3349597.698,3699672.878,
5908,2147:194682.600,-3959994.317,3349598.824,3699673.689,
5909,2147:194682.800,-3959992.464,3349600.000,3699674.461,
5910,2147:194683.000,-3959990.655,3349601.153,3699675.289,
5911,2147:194683.200,-3959988.804,3349602.371,3699676.038,
5912,2147:194683.400,-3959986.977,3349603.604,3699676.850,
5913,2147:194683.600,-3959985.154,3349604.840,3699677.651,
5914,2147:194683.800,-3959983.338,3349606.100,3699678.436,
5915,2147:194684.000,-3959981.516,3349607.359,3699679.268,
5916,2147:194684.200,-3959979.666,3349608.658,3699680.072,
5917,2147:194684.400,-3959977.780,3349609.987,3699680.785,
5918,2147:194684.600,-3959975.882,3349611.290,3699681.547,
5919,2147:194684.800,-3959974.000,3349612.613,3699682.279,
5920,2147:194685.000,-3959972.094,3349613.942,3699683.096,
5921,2147:194685.200,-3959970.199,3349615.260,3699683.856,
5922,2147:194685.400,-3959968.292,3349616.562,3699684.686,
5923,2147:194685.600,-3959966.381,3349617.864,3699685.509,
5924,2147:194685.800,-3959964.469,3349619.171,3699686.349,
5925,2147:194686.000,-3959962.572,3349620.491,3699687.176,
5926,2147:194686.200,-3959960.688,3349621.803,3699687.974,
5927,2147:194686.400,-3959958.799,3349623.111,3699688.756,
5928,2147:194686.600,-3959956.932,3349624.405,3699689.537,
5929,2147:194686.800,-3959955.065,3349625.710,3699690.211,
5930,2147:194687.000,-3959953.184,3349626.945,3699690.953,
5931,2147:194687.200,-3959951.334,3349628.191,3699691.714,
5932,2147:194687.400,-3959949.489,3349629.374,3699692.432,
5933,2147:194687.600,-3959947.634,3349630.575,3699693.240,
5934,2147:194687.800,-3959945.805,3349631.793,3699694.010,
5935,2147:194688.000,-3959943.955,3349632.905,3699694.624,
5936,2147:194688.200,-3959942.177,3349634.048,3699695.348,
5937,2147:194688.400,-3959940.366,3349635.231,3699696.055,
5938,2147:194688.600,-3959938.596,3349636.410,3699696.571,
5939,2147:194688.800,-3959936.829,3349637.488,3699697.158,
5940,2147:194689.000,-3959934.965,3349638.595,3699697.962,
5941,2147:194689.200,-3959933.185,3349639.740,3699698.578,
5942,2147:194689.400,-3959931.425,3349640.844,3699699.111,
5943,2147:194689.600,-3959929.643,3349641.984,3699699.794,
5944,2147:194689.800,-3959927.904,3349643.193,3699700.307,
5945,2147:194690.000,-3959926.133,3349644.480,3699701.183,
5946,2147:194690.200,-3959924.354,3349645.724,3699702.075,
5947,2147:194690.400,-3959922.533,3349646.991,3699702.767,
5948,2147:194690.600,-3959920.729,3349648.232,3699703.495,
5949,2147:194690.800,-3959918.932,3349649.511,3699704.235,
5950,2147:194691.000,-3959917.163,3349650.910,3699705.195,
5951,2147:194691.200,-3959915.344,3349652.263,3699706.142,
5952,2147:194691.400,-3959913.575,3349653.594,3699707.084,
5953,2147:194691.600,-3959911.794,3349654.915,3699707.979,
5954,2147:194691.800,-3959910.016,3349656.199,3699708.810,
5955,2147:194692.000,-3959908.209,3349657.418,3699709.784,
5956,2147:194692.200,-3959906.438,3349658.660,3699710.644,
5957,2147:194692.400,-3959904.658,3349659.832,3699711.430,
5958,2147:194692.600,-3959902.891,3349661.050,3699712.300,
5959,2147:194692.800,-3959901.035,3349662.156,3699712.855,
5960,2147:194693.000,-3959899.304,3349663.332,3699713.757,
5961,2147:194693.200,-3959897.602,3349664.597,3699714.723,
5962,2147:194693.400,-3959895.874,3349665.828,3699715.578,
5963,2147:194693.600,-3959894.148,3349667.063,3699716.417,
5964,2147:194693.800,-3959892.404,3349668.291,3699717.178,
