Index,GPS time,X,Y,Z,VX
5202,2147:194541.400,-3960423.547,3349312.963,3699468.188,
5203,2147:194541.600,-3960421.716,3349314.199,3699469.016,
5204,2147:194541.800,-3960419.886,3349315.445,3699469.823,
5205,2147:194542.000,-3960418.065,3349316.704,3699470.643,
5206,2147:194542.200,-3960416.220,3349317.937,3699471.466,
5207,2147:194542.400,-3960414.382,3349319.158,3699472.277,
5208,2147:194542.600,-3960412.560,3349320.389,3699473.097,
5209,2147:194542.800,-3960410.737,3349321.620,3699473.933,
5210,2147:194543.000,-3960408.913,3349322.837,3699474.768,
5211,2147:194543.200,-3960407.087,3349324.055,3699475.589,
5212,2147:194543.400,-3960405.265,3349325.285,3699476.410,
5213,2147:194543.600,-3960403.444,3349326.527,3699477.247,
5214,2147:194543.800,-3960401.600,3349327.767,3699478.076,
5215,2147:194544.000,-3960399.725,3349328.998,3699478.919,
5216,2147:194544.200,-3960397.868,3349330.249,3699479.795,
5217,2147:194544.400,-3960395.978,3349331.508,3699480.626,
5218,2147:194544.600,-3960394.060,3349332.764,3699481.486,
5219,2147:194544.800,-3960392.147,3349334.025,3699482.370,
5220,2147:194545.000,-3960390.219,3349335.304,3699483.264,
5221,2147:194545.200,-3960388.269,3349336.572,3699484.170,
5222,2147:194545.400,-3960386.317,3349337.894,3699485.073,
5223,2147:194545.600,-3960384.355,3349339.207,3699485.986,
5224,2147:194545.800,-3960382.362,3349340.508,3699486.915,
5225,2147:194546.000,-3960380.379,3349341.844,3699487.838,
5226,2147:194546.200,-3960378.380,3349343.187,3699488.790,
5227,2147:194546.400,-3960376.370,3349344.535,3699489.745,
5228,2147:194546.600,-3960374.358,3349345.859,3699490.683,
5229,2147:194546.800,-3960372.349,3349347.215,3699491.642,
5230,2147:194547.000,-3960370.365,3349348.569,3699492.598,
5231,2147:194547.200,-3960368.341,3349349.922,3699493.562,
5232,2147:194547.400,-3960366.332,3349351.247,3699494.520,
5233,2147:194547.600,-3960364.330,3349352.577,3699495.449,
5234,2147:194547.800,-3960362.289,3349353.904,3699496.334,
5235,2147:194548.000,-3960360.308,3349355.256,3699497.222,
5236,2147:194548.200,-3960358.293,3349356.575,3699498.170,
5237,2147:194548.400,-3960356.305,3349357.901,3699499.099,
5238,2147:194548.600,-3960354.350,3349359.231,3699500.023,
5239,2147:194548.800,-3960352.357,3349360.583,3699500.931,
5240,2147:194549.000,-3960350.375,3349361.887,3699501.834,
5241,2147:194549.200,-3960348.374,3349363.225,3699502.655,
5242,2147:194549.400,-3960346.371,3349364.551,3699503.568,
5243,2147:194549.600,-3960344.394,3349365.909,3699504.478,
5244,2147:194549.800,-3960342.414,3349367.257,3699505.431,
5245,2147:194550.000,-3960340.430,3349368.643,3699506.366,
5246,2147:194550.200,-3960338.424,3349369.990,3699507.319,
5247,2147:194550.400,-3960336.419,3349371.352,3699508.227,
5248,2147:194550.600,-3960334.415,3349372.725,3699509.118,
5249,2147:194550.800,-3960332.423,3349374.077,3699510.024,
5250,2147:194551.000,-3960330.437,3349375.410,3699510.955,
5251,2147:194551.200,-3960328.474,3349376.741,3699511.886,
5252,2147:194551.400,-3960326.514,3349378.078,3699512.781,
5253,2147:194551.600,-3960324.585,3349379.407,3699513.689,
5254,2147:194551.800,-3960322.663,3349380.716,3699514.608,
5255,2147:194552.000,-3960320.746,3349382.033,3699515.482,
5256,2147:194552.200,-3960318.842,3349383.316,3699516.399,
5257,2147:194552.400,-3960316.955,3349384.587,3699517.307,
5258,2147:194552.600,-3960315.080,3349385.859,3699518.206,
5259,2147:194552.800,-3960313.201,3349387.135,3699519.092,
5260,2147:194553.000,-3960311.353,3349388.399,3699519.961,
5261,2147:194553.200,-3960309.527,3349389.660,3699520.872,
5262,2147:194553.400,-3960307.699,3349390.909,3699521.736,
5263,2147:194553.600,-3960305.893,3349392.157,3699522.588,
5264,2147:194553.800,-3960304.115,3349393.392,3699523.457,
5265,2147:194554.000,-3960302.342,3349394.626,3699524.320,
5266,2147:194554.200,-3960300.595,3349395.856,3699525.199,
5267,2147:194554.400,-3960298.849,3349397.088,3699526.029,
5268,2147:194554.600,-3960297.122,3349398.284,3699526.887,
5269,2147:194554.800,-3960295.414,3349399.505,3699527.736,
5270,2147:194555.000,-3960293.713,3349400.693,3699528.569,
5271,2147:194555.200,-3960292.022,3349401.874,3699529.380,
5272,2147:194555.400,-3960290.358,3349403.056,3699530.211,
5273,2147:194555.600,-3960288.718,3349404.227,3699531.016,
5274,2147:194555.800,-3960287.089,3349405.392,3699531.822,
5275,2147:194556.000,-3960285.490,3349406.557,3699532.638,
5276,2147:194556.200,-3960283.910,3349407.730,3699533.437,
5277,2147:194556.400,-3960282.324,3349408.835,3699534.257,
5278,2147:194556.600,-3960280.754,3349409.952,3699535.034,
5279,2147:194556.800,-3960279.232,3349411.059,3699535.812,
5280,2147:194557.000,-3960277.740,3349412.100,3699536.621,
5281,2147:194557.200,-3960276.306,3349413.176,3699537.396,
5282,2147:194557.400,-3960274.800,3349414.244,3699538.142,
5283,2147:194557.600,-3960273.344,3349415.283,3699538.882,
5284,2147:194557.800,-3960271.949,3349416.304,3699539.637,
5285,2147:194558.000,-3960270.556,3349417.318,3699540.392,
5286,2147:194558.200,-3960269.206,3349418.305,3699541.131,
5287,2147:194558.400,-3960267.843,3349419.262,3699541.823,
5288,2147:194558.600,-3960266.571,3349420.200,3699542.475,
5289,2147:194558.800,-3960265.264,3349421.144,3699543.150,
5290,2147:194559.000,-3960263.962,3349422.078,3699543.826,
5291,2147:194559.200,-3960262.540,3349423.083,3699544.579,
5292,2147:194559.400,-3960261.393,3349423.965,3699545.146,
5293,2147:194559.600,-3960260.390,3349424.836,3699545.662,
5294,2147:194559.800,-3960259.429,3349426.074,3699545.997,
5295,2147:194560.000,-3960258.252,3349427.356,3699546.372,
5296,2147:194560.200,-3960257.018,3349428.616,3699546.879,
5297,2147:194560.400,-3960255.921,3349429.845,3699547.238,
5298,2147:194560.600,-3960254.654,3349430.804,3699547.570,
5299,2147:194560.800,-3960253.399,3349431.443,3699548.093,
5300,2147:194561.000,-3960251.938,3349431.931,3699548.402,
5301,2147:194561.200,-3960250.605,3349432.592,3699548.773,
5302,2147:194561.400,-3960249.402,3349433.273,3699549.257,
5303,2147:194561.600,-3960248.196,3349433.949,3699549.735,
5304,2147:194561.800,-3960247.021,3349434.636,3699550.257,
5305,2147:194562.000,-3960245.855,3349435.367,3699550.762,
5306,2147:194562.200,-3960244.671,3349436.049,3699551.233,
5307,2147:194562.400,-3960243.545,3349436.777,3699551.766,
5308,2147:194562.600,-3960242.377,3349437.458,3699552.249,
5309,2147:194562.800,-3960241.234,3349438.190,3699552.748,
5310,2147:194563.000,-3960240.058,3349438.901,3699553.256,
5311,2147:194563.200,-3960238.894,3349439.625,3699553.731,
5312,2147:194563.400,-3960237.761,3349440.354,3699554.225,
5313,2147:194563.600,-3960236.641,3349441.069,3699554.704,
5314,2147:194563.800,-3960235.523,3349441.776,3699555.182,
5315,2147:194564.000,-3960234.423,3349442.469,3699555.650,
5316,2147:194564.200,-3960233.357,3349443.151,3699556.101,
5317,2147:194564.400,-3960232.322,3349443.818,3699556.549,
5318,2147:194564.600,-3960231.316,3349444.468,3699556.990,
5319,2147:194564.800,-3960230.364,3349445.110,3699557.437,
5320,2147:194565.000,-3960229.460,3349445.736,3699557.867,
5321,2147:194565.200,-3960228.620,3349446.331,3699558.294,
5322,2147:194565.400,-3960227.843,3349446.890,3699558.696,
5323,2147:194565.600,-3960227.061,3349447.411,3699559.060,
5324,2147:194565.800,-3960226.269,3349447.887,3699559.386,
5325,2147:194566.000,-3960225.512,3349448.335,3699559.661,
5326,2147:194566.200,-3960224.845,3349448.791,3699559.938,
5327,2147:194566.400,-3960224.240,3349449.208,3699560.189,
5328,2147:194566.600,-3960223.715,3349449.566,3699560.432,
5329,2147:194566.800,-3960223.251,3349449.883,3699560.642,
5330,2147:194567.000,-3960222.854,3349450.148,3699560.794,
5331,2147:194567.200,-3960222.523,3349450.369,3699560.928,
5332,2147:194567.400,-3960222.260,3349450.547,3699561.036,
5333,2147:194567.600,-3960222.040,3349450.691,3699561.125,
5334,2147:194567.800,-3960221.857,3349450.803,3699561.184,
5335,2147:194568.000,-3960221.718,3349450.894,3699561.235,
5336,2147:194568.200,-3960221.627,3349450.940,3699561.284,
5337,2147:194568.400,-3960221.571,3349450.975,3699561.304,
5338,2147:194568.600,-3960221.542,3349450.982,3699561.308,
5339,2147:194568.800,-3960221.553,3349450.971,3699561.307,
5340,2147:194569.000,-3960221.535,3349450.979,3699561.315,
5341,2147:194569.200,-3960221.515,3349450.984,3699561.314,
5342,2147:194569.400,-3960221.508,3349450.985,3699561.320,
5343,2147:194569.600,-3960221.494,3349450.984,3699561.325,
5344,2147:194569.800,-3960221.490,3349450.987,3699561.335,
5345,2147:194570.000,-3960221.482,3349450.992,3699561.342,
5346,2147:194570.200,-3960221.472,3349451.002,3699561.352,
5347,2147:194570.400,-3960221.465,3349451.008,3699561.359,
5348,2147:194570.600,-3960221.462,3349451.015,3699561.367,
5349,2147:194570.800,-3960221.457,3349451.019,3699561.372,
5350,2147:194571.000,-3960221.448,3349451.035,3699561.377,
5351,2147:194571.200,-3960221.441,3349451.047,3699561.382,
5352,2147:194571.400,-3960221.434,3349451.060,3699561.386,
5353,2147:194571.600,-3960221.427,3349451.065,3699561.391,
5354,2147:194571.800,-3960221.418,3349451.075,3699561.392,
5355,2147:194572.000,-3960221.420,3349451.089,3699561.402,
5356,2147:194572.200,-3960221.418,3349451.101,3699561.405,
5357,2147:194572.400,-3960221.412,3349451.110,3699561.411,
5358,2147:194572.600,-3960221.402,3349451.112,3699561.410,
5359,2147:194572.800,-3960221.404,3349451.121,3699561.416,
5360,2147:194573.000,-3960221.400,3349451.132,3699561.423,
5361,2147:194573.200,-3960221.391,3349451.139,3699561.428,
5362,2147:194573.400,-3960221.391,3349451.149,3699561.434,
5363,2147:194573.600,-3960221.383,3349451.154,3699561.437,
5364,2147:194573.800,-3960221.381,3349451.161,3699561.440,
5365,2147:194574.000,-3960221.374,3349451.171,3699561.451,
5366,2147:194574.200,-3960221.367,3349451.176,3699561.462,
5367,2147:194574.400,-3960221.361,3349451.182,3699561.469,
5368,2147:194574.600,-3960221.355,3349451.188,3699561.479,
5369,2147:194574.800,-3960221.350,3349451.189,3699561.487,
5370,2147:194575.000,-3960221.344,3349451.193,3699561.493,
5371,2147:194575.200,-3960221.334,3349451.198,3699561.500,
5372,2147:194575.400,-3960221.333,3349451.203,3699561.510,
5373,2147:194575.600,-3960221.327,3349451.205,3699561.517,
5374,2147:194575.800,-3960221.316,3349451.208,3699561.518,
5375,2147:194576.000,-3960221.313,3349451.212,3699561.525,
5376,2147:194576.200,-3960221.303,3349451.209,3699561.541,
5377,2147:194576.400,-3960221.297,3349451.206,3699561.555,
5378,2147:194576.600,-3960221.289,3349451.208,3699561.569,
5379,2147:194576.800,-3960221.284,3349451.205,3699561.582,
5380,2147:194577.000,-3960221.276,3349451.202,3699561.593,
5381,2147:194577.200,-3960221.272,3349451.200,3699561.607,
5382,2147:194577.400,-3960221.265,3349451.197,3699561.623,
5383,2147:194577.600,-3960221.258,3349451.195,3699561.640,
5384,2147:194577.800,-3960221.253,3349451.193,3699561.656,
5385,2147:194578.000,-3960221.252,3349451.184,3699561.693,
5386,2147:194578.200,-3960221.253,3349451.183,3699561.732,
5387,2147:194578.400,-3960221.249,3349451.178,3699561.757,
5388,2147:194578.600,-3960221.258,3349451.178,3699561.793,
5389,2147:194578.800,-3960221.250,3349451.174,3699561.815,
5390,2147:194579.000,-3960221.247,3349451.161,3699561.858,
5391,2147:194579.200,-3960221.239,3349451.149,3699561.895,
5392,2147:194579.400,-3960221.235,3349451.140,3699561.929,
5393,2147:194579.600,-3960221.234,3349451.133,3699561.958,
5394,2147:194579.800,-3960221.230,3349451.127,3699561.984,
5395,2147:194580.000,-3960221.227,3349451.114,3699562.028,
5396,2147:194580.200,-3960221.220,3349451.104,3699562.062,
5397,2147:194580.400,-3960221.215,3349451.098,3699562.092,
5398,2147:194580.600,-3960221.212,3349451.092,3699562.120,
5399,2147:194580.800,-3960221.203,3349451.085,3699562.143,
5400,2147:194581.000,-3960221.190,3349451.070,3699562.191,
5401,2147:194581.200,-3960221.181,3349451.058,3699562.237,
5402,2147:194581.400,-3960221.173,3349451.048,3699562.274,
5403,2147:194581.600,-3960221.158,3349451.036,3699562.302,
5404,2147:194581.800,-3960221.149,3349451.028,3699562.326,
5405,2147:194582.000,-3960221.130,3349451.011,3699562.353,
5406,2147:194582.200,-3960221.118,3349450.999,3699562.379,
5407,2147:194582.400,-3960221.107,3349450.986,3699562.403,
5408,2147:194582.600,-3960221.092,3349450.979,3699562.421,
5409,2147:194582.800,-3960221.084,3349450.973,3699562.438,
5410,2147:194583.000,-3960221.067,3349450.964,3699562.464,
5411,2147:194583.200,-3960221.058,3349450.956,3699562.488,
5412,2147:194583.400,-3960221.049,3349450.950,3699562.508,
5413,2147:194583.600,-3960221.040,3349450.944,3699562.526,
5414,2147:194583.800,-3960221.035,3349450.941,3699562.544,
5415,2147:194584.000,-3960221.029,3349450.932,3699562.569,
5416,2147:194584.200,-3960221.023,3349450.924,3699562.591,
5417,2147:194584.400,-3960221.021,3349450.918,3699562.616,
5418,2147:194584.600,-3960221.021,3349450.913,3699562.637,
5419,2147:194584.800,-3960221.018,3349450.907,3699562.653,
5420,2147:194585.000,-3960221.017,3349450.897,3699562.687,
5421,2147:194585.200,-3960221.013,3349450.889,3699562.713,
5422,2147:194585.400,-3960221.011,3349450.882,3699562.739,
5423,2147:194585.600,-3960221.011,3349450.875,3699562.762,
5424,2147:194585.800,-3960221.012,3349450.870,3699562.781,
5425,2147:194586.000,-3960221.005,3349450.854,3699562.823,
5426,2147:194586.200,-3960221.006,3349450.845,3699562.865,
5427,2147:194586.400,-3960221.002,3349450.833,3699562.897,
5428,2147:194586.600,-3960220.999,3349450.824,3699562.926,
5429,2147:194586.800,-3960220.997,3349450.815,3699562.949,
5430,2147:194587.000,-3960221.008,3349450.803,3699563.007,
5431,2147:194587.200,-3960221.015,3349450.792,3699563.057,
5432,2147:194587.400,-3960221.023,3349450.781,3699563.100,
5433,2147:194587.600,-3960221.026,3349450.770,3699563.138,
5434,2147:194587.800,-3960221.027,3349450.761,3699563.166,
5435,2147:194588.000,-3960221.016,3349450.742,3699563.211,
5436,2147:194588.200,-3960221.014,3349450.726,3699563.260,
5437,2147:194588.400,-3960221.006,3349450.708,3699563.296,
5438,2147:194588.600,-3960221.008,3349450.697,3699563.335,
5439,2147:194588.800,-3960221.002,3349450.683,3699563.366,
5440,2147:194589.000,-3960221.008,3349450.668,3699563.423,
5441,2147:194589.200,-3960221.013,3349450.653,3699563.471,
5442,2147:194589.400,-3960221.021,3349450.642,3699563.513,
5443,2147:194589.600,-3960221.022,3349450.634,3699563.546,
5444,2147:194589.800,-3960221.031,3349450.626,3699563.577,
5445,2147:194590.000,-3960221.048,3349450.613,3699563.629,
5446,2147:194590.200,-3960221.066,3349450.601,3699563.670,
5447,2147:194590.400,-3960221.074,3349450.590,3699563.701,
5448,2147:194590.600,-3960221.080,3349450.580,3699563.726,
5449,2147:194590.800,-3960221.084,3349450.568,3699563.753,
5450,2147:194591.000,-3960221.109,3349450.554,3699563.806,
5451,2147:194591.200,-3960221.130,3349450.542,3699563.846,
5452,2147:194591.400,-3960221.138,3349450.527,3699563.873,
5453,2147:194591.600,-3960221.146,3349450.521,3699563.897,
5454,2147:194591.800,-3960221.158,3349450.516,3699563.923,
5455,2147:194592.000,-3960221.182,3349450.506,3699563.970,
5456,2147:194592.200,-3960221.203,3349450.501,3699564.014,
5457,2147:194592.400,-3960221.213,3349450.488,3699564.041,
5458,2147:194592.600,-3960221.224,3349450.480,3699564.070,
5459,2147:194592.800,-3960221.237,3349450.477,3699564.096,
5460,2147:194593.000,-3960221.255,3349450.466,3699564.138,
5461,2147:194593.200,-3960221.268,3349450.455,3699564.176,
5462,2147:194593.400,-3960221.266,3349450.440,3699564.191,
5463,2147:194593.600,-3960221.272,3349450.431,3699564.212,
5464,2147:194593.800,-3960221.272,3349450.422,3699564.230,
5465,2147:194594.000,-3960221.273,3349450.406,3699564.259,
5466,2147:194594.200,-3960221.279,3349450.394,3699564.284,
5467,2147:194594.400,-3960221.285,3349450.386,3699564.309,
5468,2147:194594.600,-3960221.287,3349450.375,3699564.326,
5469,2147:194594.800,-3960221.290,3349450.367,3699564.342,
5470,2147:194595.000,-3960221.299,3349450.357,3699564.367,
5471,2147:194595.200,-3960221.312,3349450.348,3699564.400,
5472,2147:194595.400,-3960221.323,3349450.339,3699564.421,
5473,2147:194595.600,-3960221.328,3349450.331,3699564.436,
5474,2147:194595.800,-3960221.341,3349450.326,3699564.458,
5475,2147:194596.000,-3960221.390,3349450.328,3699564.508,
5476,2147:194596.200,-3960221.427,3349450.326,3699564.547,
5477,2147:194596.400,-3960221.457,3349450.326,3699564.579,
5478,2147:194596.600,-3960221.480,3349450.323,3699564.604,
5479,2147:194596.800,-3960221.501,3349450.317,3699564.624,
5480,2147:194597.000,-3960221.518,3349450.302,3699564.653,
5481,2147:194597.200,-3960221.533,3349450.291,3699564.679,
5482,2147:194597.400,-3960221.547,3349450.279,3699564.701,
5483,2147:194597.600,-3960221.561,3349450.267,3699564.721,
5484,2147:194597.800,-3960221.566,3349450.261,3699564.735,
5485,2147:194598.000,-3960221.589,3349450.246,3699564.772,
5486,2147:194598.200,-3960221.606,3349450.229,3699564.804,
5487,2147:194598.400,-3960221.623,3349450.219,3699564.831,
5488,2147:194598.600,-3960221.631,3349450.209,3699564.852,
5489,2147:194598.800,-3960221.639,3349450.200,3699564.864,
5490,2147:194599.000,-3960221.678,3349450.191,3699564.902,
5491,2147:194599.200,-3960221.709,3349450.186,3699564.936,
5492,2147:194599.400,-3960221.718,3349450.178,3699564.951,
5493,2147:194599.600,-3960221.725,3349450.172,3699564.962,
5494,2147:194599.800,-3960221.735,3349450.166,3699564.975,
5495,2147:194600.000,-3960221.780,3349450.165,3699565.016,
5496,2147:194600.200,-3960221.824,3349450.162,3699565.054,
5497,2147:194600.400,-3960221.856,3349450.160,3699565.083,
5498,2147:194600.600,-3960221.885,3349450.159,3699565.109,
5499,2147:194600.800,-3960221.912,3349450.156,3699565.131,
5500,2147:194601.000,-3960221.957,3349450.151,3699565.172,
5501,2147:194601.200,-3960221.978,3349450.142,3699565.198,
5502,2147:194601.400,-3960221.993,3349450.133,3699565.221,
5503,2147:194601.600,-3960222.014,3349450.131,3699565.242,
5504,2147:194601.800,-3960222.032,3349450.125,3699565.259,
5505,2147:194602.000,-3960222.059,3349450.109,3699565.296,
5506,2147:194602.200,-3960222.070,3349450.093,3699565.320,
5507,2147:194602.400,-3960222.083,3349450.085,3699565.338,
5508,2147:194602.600,-3960222.092,3349450.079,3699565.354,
5509,2147:194602.800,-3960222.100,3349450.071,3699565.367,
5510,2147:194603.000,-3960222.132,3349450.062,3699565.400,
5511,2147:194603.200,-3960222.150,3349450.050,3699565.425,
5512,2147:194603.400,-3960222.169,3349450.043,3699565.446,
5513,2147:194603.600,-3960222.183,3349450.036,3699565.460,
5514,2147:194603.800,-3960222.187,3349450.029,3699565.471,
5515,2147:194604.000,-3960222.199,3349450.015,3699565.480,
5516,2147:194604.200,-3960222.204,3349450.001,3699565.484,
5517,2147:194604.400,-3960222.208,3349449.991,3699565.487,
5518,2147:194604.600,-3960222.209,3349449.982,3699565.492,
5519,2147:194604.800,-3960222.212,3349449.975,3699565.494,
5520,2147:194605.000,-3960222.250,3349449.965,3699565.516,
5521,2147:194605.200,-3960222.276,3349449.955,3699565.531,
5522,2147:194605.400,-3960222.294,3349449.945,3699565.540,
5523,2147:194605.600,-3960222.307,3349449.939,3699565.547,
5524,2147:194605.800,-3960222.318,3349449.933,3699565.551,
5525,2147:194606.000,-3960222.348,3349449.919,3699565.566,
5526,2147:194606.200,-3960222.375,3349449.909,3699565.576,
5527,2147:194606.400,-3960222.395,3349449.903,3699565.586,
5528,2147:194606.600,-3960222.407,3349449.894,3699565.588,
5529,2147:194606.800,-3960222.418,3349449.886,3699565.593,
5530,2147:194607.000,-3960222.443,3349449.871,3699565.604,
5531,2147:194607.200,-3960222.463,3349449.859,3699565.615,
5532,2147:194607.400,-3960222.484,3349449.851,3699565.623,
5533,2147:194607.600,-3960222.506,3349449.845,3699565.636,
5534,2147:194607.800,-3960222.522,3349449.839,3699565.643,
5535,2147:194608.000,-3960222.556,3349449.829,3699565.659,
5536,2147:194608.200,-3960222.582,3349449.819,3699565.670,
5537,2147:194608.400,-3960222.602,3349449.812,3699565.680,
5538,2147:194608.600,-3960222.618,3349449.806,3699565.686,
5539,2147:194608.800,-3960222.630,3349449.800,3699565.691,
5540,2147:194609.000,-3960222.642,3349449.783,3699565.697,
5541,2147:194609.200,-3960222.652,3349449.774,3699565.697,
5542,2147:194609.400,-3960222.660,3349449.762,3699565.699,
5543,2147:194609.600,-3960222.666,3349449.754,3699565.700,
5544,2147:194609.800,-3960222.669,3349449.746,3699565.701,
5545,2147:194610.000,-3960222.693,3349449.728,3699565.719,
5546,2147:194610.200,-3960222.706,3349449.713,3699565.731,
5547,2147:194610.400,-3960222.719,3349449.702,3699565.743,
5548,2147:194610.600,-3960222.730,3349449.693,3699565.745,
5549,2147:194610.800,-3960222.739,3349449.684,3699565.749,
5550,2147:194611.000,-3960222.758,3349449.667,3699565.773,
5551,2147:194611.200,-3960222.783,3349449.659,3699565.795,
5552,2147:194611.400,-3960222.798,3349449.651,3699565.816,
5553,2147:194611.600,-3960222.817,3349449.644,3699565.831,
5554,2147:194611.800,-3960222.831,3349449.641,3699565.844,
5555,2147:194612.000,-3960222.882,3349449.633,3699565.884,
5556,2147:194612.200,-3960222.913,3349449.627,3699565.907,
5557,2147:194612.400,-3960222.937,3349449.624,3699565.927,
5558,2147:194612.600,-3960222.952,3349449.620,3699565.937,
5559,2147:194612.800,-3960222.968,3349449.617,3699565.948,
5560,2147:194613.000,-3960222.996,3349449.615,3699565.985,
5561,2147:194613.200,-3960223.014,3349449.612,3699566.010,
5562,2147:194613.400,-3960223.030,3349449.610,3699566.033,
5563,2147:194613.600,-3960223.048,3349449.606,3699566.050,
5564,2147:194613.800,-3960223.050,3349449.606,3699566.058,
5565,2147:194614.000,-3960223.078,3349449.596,3699566.077,
5566,2147:194614.200,-3960223.095,3349449.591,3699566.091,
5567,2147:194614.400,-3960223.110,3349449.588,3699566.102,
5568,2147:194614.600,-3960223.121,3349449.582,3699566.110,
5569,2147:194614.800,-3960223.127,3349449.577,3699566.115,
5570,2147:194615.000,-3960223.135,3349449.560,3699566.122,
5571,2147:194615.200,-3960223.144,3349449.550,3699566.130,
5572,2147:194615.400,-3960223.152,3349449.539,3699566.135,
5573,2147:194615.600,-3960223.158,3349449.533,3699566.143,
5574,2147:194615.800,-3960223.164,3349449.527,3699566.146,
5575,2147:194616.000,-3960223.196,3349449.520,3699566.174,
5576,2147:194616.200,-3960223.217,3349449.512,3699566.190,
5577,2147:194616.400,-3960223.237,3349449.507,3699566.204,
5578,2147:194616.600,-3960223.251,3349449.503,3699566.215,
5579,2147:194616.800,-3960223.268,3349449.500,3699566.222,
5580,2147:194617.000,-3960223.271,3349449.478,3699566.221,
5581,2147:194617.200,-3960223.278,3349449.459,3699566.222,
5582,2147:194617.400,-3960223.277,3349449.445,3699566.218,
5583,2147:194617.600,-3960223.280,3349449.436,3699566.217,
5584,2147:194617.800,-3960223.278,3349449.425,3699566.212,
5585,2147:194618.000,-3960223.296,3349449.407,3699566.236,
5586,2147:194618.200,-3960223.308,3349449.389,3699566.250,
5587,2147:194618.400,-3960223.317,3349449.377,3699566.262,
5588,2147:194618.600,-3960223.322,3349449.366,3699566.269,
5589,2147:194618.800,-3960223.329,3349449.360,3699566.275,
5590,2147:194619.000,-3960223.346,3349449.347,3699566.286,
5591,2147:194619.200,-3960223.358,3349449.336,3699566.292,
5592,2147:194619.400,-3960223.368,3349449.327,3699566.296,
5593,2147:194619.600,-3960223.376,3349449.322,3699566.302,
5594,2147:194619.800,-3960223.384,3349449.319,3699566.305,
5595,2147:194620.000,-3960223.402,3349449.302,3699566.315,
5596,2147:194620.200,-3960223.417,3349449.290,3699566.322,
5597,2147:194620.400,-3960223.430,3349449.277,3699566.327,
5598,2147:194620.600,-3960223.437,3349449.270,3699566.329,
5599,2147:194620.800,-3960223.443,3349449.265,3699566.331,
5600,2147:194621.000,-3960223.441,3349449.246,3699566.319,
5601,2147:194621.200,-3960223.438,3349449.232,3699566.312,
5602,2147:194621.400,-3960223.439,3349449.220,3699566.305,
5603,2147:194621.600,-3960223.437,3349449.210,3699566.298,
5604,2147:194621.800,-3960223.438,3349449.203,3699566.295,
5605,2147:194622.000,-3960223.440,3349449.184,3699566.292,
5606,2147:194622.200,-3960223.447,3349449.167,3699566.291,
5607,2147:194622.400,-3960223.447,3349449.155,3699566.288,
5608,2147:194622.600,-3960223.448,3349449.145,3699566.288,
5609,2147:194622.800,-3960223.454,3349449.140,3699566.289,
5610,2147:194623.000,-3960223.465,3349449.125,3699566.297,
5611,2147:194623.200,-3960223.480,3349449.113,3699566.308,
5612,2147:194623.400,-3960223.483,3349449.105,3699566.311,
5613,2147:194623.600,-3960223.486,3349449.097,3699566.313,
5614,2147:194623.800,-3960223.491,3349449.092,3699566.318,
5615,2147:194624.000,-3960223.512,3349449.084,3699566.329,
5616,2147:194624.200,-3960223.530,3349449.079,3699566.340,
5617,2147:194624.400,-3960223.533,3349449.072,3699566.342,
5618,2147:194624.600,-3960223.548,3349449.067,3699566.349,
5619,2147:194624.800,-3960223.552,3349449.064,3699566.351,
5620,2147:194625.000,-3960223.562,3349449.051,3699566.355,
5621,2147:194625.200,-3960223.567,3349449.044,3699566.355,
5622,2147:194625.400,-3960223.574,3349449.037,3699566.356,
5623,2147:194625.600,-3960223.579,3349449.030,3699566.357,
5624,2147:194625.800,-3960223.581,3349449.024,3699566.357,
5625,2147:194626.000,-3960223.595,3349449.008,3699566.360,
5626,2147:194626.200,-3960223.603,3349448.993,3699566.362,
5627,2147:194626.400,-3960223.612,3349448.983,3699566.361,
5628,2147:194626.600,-3960223.619,3349448.975,3699566.362,
5629,2147:194626.800,-3960223.628,3349448.970,3699566.365,
5630,2147:194627.000,-3960223.636,3349448.953,3699566.362,
5631,2147:194627.200,-3960223.645,3349448.941,3699566.362,
5632,2147:194627.400,-3960223.651,3349448.931,3699566.362,
5633,2147:194627.600,-3960223.649,3349448.922,3699566.358,
5634,2147:194627.800,-3960223.655,3349448.914,3699566.357,
5635,2147:194628.000,-3960223.665,3349448.906,3699566.354,
5636,2147:194628.200,-3960223.670,3349448.897,3699566.347,
5637,2147:194628.400,-3960223.675,3349448.892,3699566.343,
5638,2147:194628.600,-3960223.673,3349448.887,3699566.339,
5639,2147:194628.800,-3960223.676,3349448.880,3699566.336,
5640,2147:194629.000,-3960223.684,3349448.867,3699566.334,
5641,2147:194629.200,-3960223.688,3349448.855,3699566.333,
5642,2147:194629.400,-3960223.692,3349448.846,3699566.330,
5643,2147:194629.600,-3960223.688,3349448.838,3699566.325,
5644,2147:194629.800,-3960223.686,3349448.832,3699566.321,
5645,2147:194630.000,-3960223.684,3349448.809,3699566.310,
5646,2147:194630.200,-3960223.689,3349448.798,3699566.311,
5647,2147:194630.400,-3960223.687,3349448.788,3699566.309,
5648,2147:194630.600,-3960223.684,3349448.781,3699566.303,
5649,2147:194630.800,-3960223.683,3349448.774,3699566.298,
5650,2147:194631.000,-3960223.682,3349448.769,3699566.295,
5651,2147:194631.200,-3960223.679,3349448.765,3699566.291,
5652,2147:194631.400,-3960223.677,3349448.761,3699566.289,
